"ID","NUMPOL","COD_COBERTURA","MONTO"
23905,18783,"4BG",291.42
23916,29215,"1RC",-210.87
23925,17125,"1RC",1128.12
23926,17125,"2DO",0
23938,29076,"1RC",681.62
23959,172755,"1RC",1128.12
23960,172755,"2DO",1523.51
23962,29215,"4BG",164.5
23978,172755,"1RC",154.68
23979,172755,"2DO",70.74
23982,81636,"1RC",-169.14
24018,171063,"1RC",-821.11
24030,177515,"1RC",1128.12
24031,177515,"2DO",1593.98
24034,173467,"1RC",-282.61
24037,81230,"4BG",333.66
24044,27746,"4BG",184.91
24070,95268,"2DO",101.12
24081,95268,"3VI",403.3
24086,81190,"1RC",-3.84
24103,169905,"1RC",0
24114,169905,"2DO",987.68
24120,151559,"1RC",552.28
24130,151559,"1RC",-175.62
24131,151559,"2DO",386.21
24168,43864,"1RC",1128.12
24178,139439,"2DO",2737.67
24190,43947,"4BG",229.43
24206,131594,"2DO",1387.84
24234,22380,"1RC",-719.93
24238,22364,"1RC",914.09
24243,39143,"1RC",427.65
24266,126088,"4BG",296.62
24299,39319,"1RC",1128.12
24318,28093,"4BG",215.25
24347,155302,"1RC",-582.52
24410,176990,"2DO",900.61
24415,66636,"3VI",350.26
24428,66742,"2DO",1007.47
24431,67042,"1RC",2615.98
24432,67042,"2DO",350.02
24452,66633,"1RC",-1064.85
24458,51620,"1RC",-1128.12
24469,51620,"2DO",-573.93
24533,54859,"2DO",273.9
24537,174250,"2DO",0
24538,174250,"3VI",49.88
24576,54835,"4BG",104.38
24587,177326,"1RC",-856.52
24588,177326,"2DO",0
24626,146550,"1RC",1128.12
24627,146550,"2DO",3482.18
24645,145452,"1RC",1128.12
24652,54801,"1RC",1128.12
24694,23261,"4BG",359.63
24698,42189,"4BG",235.68
24711,100742,"4BG",249.52
24766,41996,"1RC",74.38
24786,166398,"4BG",424.91
24817,143592,"2DO",10108.13
24828,178211,"1RC",1128.12
24829,178211,"2DO",0
24842,169974,"1RC",438.41
24859,49568,"1RC",3538.48
24864,49971,"1RC",1128.12
24868,128578,"1RC",0.0099999999999909
24892,129313,"1RC",-64.3
24894,151853,"4BG",82.53
24925,160973,"1RC",-411.78
24934,49828,"1RC",439.6
24936,49828,"2DO",0
24966,150694,"1RC",1128.12
24967,150694,"2DO",1071.41
25013,126216,"1RC",-503.48
25031,49732,"2DO",1586.96
25037,134112,"1RC",2007.8
25051,153414,"1RC",1128.12
25052,153414,"2DO",199.52
25061,160639,"2DO",12581.6
25081,139162,"2DO",0
25089,50485,"1RC",1128.12
25091,50485,"2DO",1774.35
25111,167754,"4BG",136.02
25132,126317,"4BG",253.32
25133,49933,"3VI",672.57
25143,49809,"4BG",337.96
25154,49394,"4BG",316.56
25195,49939,"1RC",1128.12
25196,49939,"2DO",402.89
25202,82946,"1RC",1128.12
25204,130231,"3VI",158.07
25205,130231,"4BG",88.88
25210,143530,"1RC",-499.52
25227,50485,"1RC",494.58
25228,50485,"2DO",0
25235,138155,"2DO",2147.61
25306,49163,"2DO",923.68
25308,49229,"2DO",432.89
25312,50206,"3VI",822.15
25335,22797,"1RC",0
25346,22797,"2DO",1983.74
25348,49196,"1RC",1220.25
25350,50045,"1RC",1128.12
25351,50045,"2DO",1145.05
25354,170173,"1RC",1117.55
25366,50387,"1RC",0
25416,75233,"4BG",234.98
25473,75318,"4BG",88.46
25493,63485,"4BG",418.94
25494,63289,"3VI",986.29
25538,63010,"2DO",562.08
25577,63096,"2DO",801.95
25578,63096,"3VI",1684.86
25611,94008,"1RC",1128.12
25616,82119,"4BG",207.32
25698,65988,"2DO",2707.74
25704,141091,"1RC",1128.12
25705,141091,"2DO",0
25740,48165,"2DO",1326.22
25818,152027,"4BG",402.6
25847,32883,"1RC",-663.92
25917,32905,"4BG",233.65
25930,125395,"4BG",130.52
25966,66833,"4BG",203.89
26030,170513,"3VI",401.76
26032,35404,"4BG",243.52
26043,167456,"2DO",644.85
26062,133381,"4BG",259.41
26092,130565,"1RC",230.28
26093,130565,"2DO",71.81
26128,130640,"1RC",-1011.98
26180,36861,"2DO",3655.84
26181,36861,"3VI",533.57
26182,36861,"4BG",0
26185,102844,"1RC",-412.76
26239,36861,"4BG",262.04
26252,168419,"4BG",259.15
26269,158846,"4BG",117.6
26289,36694,"4BG",139.79
26296,126164,"4BG",398.57
26325,146028,"1RC",1128.12
26326,146028,"2DO",2838.73
26349,37025,"1RC",77.49
26353,36973,"2DO",199.76
26376,160777,"1RC",-649.37
26386,36507,"1RC",-28.82
26387,160777,"2DO",6.8
26402,108767,"1RC",1128.12
26421,48633,"1RC",564.06
26426,36988,"1RC",1128.12
26433,36562,"2DO",457.35
26434,36562,"3VI",2760.98
26465,136140,"1RC",3420.11
26476,136140,"2DO",969.37
26480,162311,"1RC",1128.12
26481,162311,"2DO",0
26482,18134,"1RC",5468.42
26483,18134,"2DO",2193.19
26496,22176,"2DO",643.32
26498,140694,"2DO",248.12
26507,151144,"1RC",706.12
26508,151144,"2DO",29.46
26509,168582,"1RC",0
26520,37237,"1RC",177.38
26522,37237,"2DO",20.62
26540,50856,"1RC",1128.12
26541,50856,"2DO",0
26558,155302,"1RC",-358.39
26574,164703,"4BG",161.98
26620,168582,"2DO",-270.21
26630,155302,"4BG",88.89
26642,51409,"1RC",-158.89
26653,51196,"1RC",1781.87
26654,44649,"1RC",-137.33
26676,89088,"1RC",-1128.12
26687,89088,"2DO",304.49
26693,131161,"1RC",1128.12
26694,131161,"2DO",3714.26
26697,56237,"1RC",42.16
26710,154831,"1RC",779.42
26725,39724,"2DO",533.47
26735,39834,"4BG",297.13
26790,39937,"4BG",202.13
26792,40100,"1RC",-537.43
26794,39834,"2DO",512.15
26798,147717,"1RC",1220.45
26809,147717,"2DO",1493.23
26815,40021,"4BG",113.73
26830,146560,"2DO",760.36
26832,146560,"3VI",26.54
26838,40100,"1RC",-755.75
26843,25755,"2DO",485.48
26868,171010,"1RC",1128.12
26869,171010,"2DO",121.51
26887,40025,"1RC",1067.17
26900,106795,"4BG",214.11
26913,66365,"4BG",141.44
26925,86647,"1RC",-574.35
26929,86684,"4BG",242.64
26939,66155,"1RC",1530.8
26948,86647,"4BG",145.87
26951,66334,"1RC",2027.93
26961,86738,"4BG",247.47
26967,66294,"1RC",-335.6
26975,90472,"2DO",0
26985,66235,"2DO",162.58
26986,90472,"3VI",240.71
26987,66235,"4BG",136.68
26999,86684,"4BG",348.78
27009,175145,"4BG",299.61
27014,66235,"2DO",1293.59
27040,39463,"1RC",113.96
27043,87716,"2DO",1029.73
27064,156000,"1RC",102.14
27110,22565,"4BG",340.28
27127,177900,"1RC",4047.64
27128,177900,"2DO",2007.8
27138,170977,"4BG",453.81
27159,30571,"2DO",2118.13
27160,30571,"6CL",0
27179,30441,"1RC",1128.12
27186,167754,"1RC",-837.24
27187,29832,"1RC",-1261.68
27188,29832,"2DO",1335.72
27191,29615,"4BG",122.02
27193,29694,"1RC",1208.7
27195,29615,"2DO",66.64
27243,160844,"1RC",292.14
27250,19265,"2DO",524.55
27254,87435,"1RC",1128.12
27276,87526,"4BG",58.2
27299,29993,"1RC",1128.12
27300,29993,"2DO",818.63
27301,30187,"1RC",0
27315,30243,"4BG",127.26
27333,30088,"4BG",0
27334,151232,"2DO",1211.58
27395,39620,"1RC",1128.12
27450,139449,"4BG",181.77
27460,51947,"4BG",226.78
27461,52427,"1RC",1128.12
27468,172222,"4BG",398.78
27474,145841,"4BG",593.83
27478,168239,"1RC",1292.33
27479,168239,"2DO",824.09
27499,52788,"4BG",70.6
27510,174570,"1RC",0
27521,143758,"1RC",1128.12
27522,143758,"4BG",139.69
27567,52886,"1RC",-267.43
27568,52886,"2DO",13.36
27608,128652,"4BG",85.25
27614,52886,"4BG",290.69
27629,136726,"4BG",150.69
27636,160206,"2DO",111.4
27649,52060,"1RC",4329.55
27650,52060,"2DO",2953.38
27669,146004,"2DO",0
27702,154202,"1RC",1827.2
27740,166537,"4BG",195.97
27757,52106,"4BG",104.43
27794,168239,"1RC",-946.15
27796,168239,"2DO",0
27801,158869,"1RC",500.65
27836,166669,"2DO",512.11
27848,140697,"4BG",462.28
27880,51728,"4BG",104.34
27907,52587,"1RC",286.7
27964,146004,"1RC",1128.12
27965,146004,"2DO",846.85
27984,30125,"1RC",1128.12
28009,144113,"4BG",427.11
28037,140669,"4BG",291.92
28061,167732,"1RC",1128.12
28063,159753,"1RC",1128.12
28064,159753,"2DO",818.77
28079,106309,"4BG",320.9
28091,157400,"2DO",67.52
28092,157400,"3VI",365.88
28140,157178,"1RC",194.4
28144,33201,"1RC",1303.48
28145,33201,"2DO",204.07
28148,33243,"1RC",1128.12
28155,171081,"4BG",53.06
28172,167732,"2DO",3869.89
28196,158817,"2DO",13999.27
28197,158817,"5CO",152449.02
28198,83555,"1RC",600.63
28199,83555,"2DO",5786.59
28250,77439,"4BG",255.81
28268,83542,"4BG",171.65
28323,80227,"4BG",80.88
28332,131356,"4BG",269.7
28333,127039,"2DO",1882.25
28358,163029,"4BG",177.59
28370,138670,"4BG",57.41
28375,80273,"2DO",530.28
28401,35515,"1RC",1128.12
28410,85565,"4BG",374.01
28421,128379,"1RC",-25.87
28427,128379,"2DO",1954.87
28453,35508,"4BG",290.38
28492,21384,"2DO",648.48
28506,60538,"2DO",4429.81
28524,35702,"1RC",1128.12
28530,134311,"1RC",736.13
28533,35700,"2DO",3932.22
28554,149005,"4BG",143.44
28580,84539,"1RC",0
28617,25489,"1RC",1009.69
28628,25489,"2DO",429.68
28675,170818,"4BG",205.44
28688,174956,"4BG",130.21
28713,174956,"2DO",456.46
28732,97930,"4BG",512.77
28752,90338,"4BG",111.32
28780,169905,"1RC",1128.12
28781,169905,"2DO",0
28794,38771,"4BG",150.07
28810,159116,"4BG",68.54
28815,98092,"1RC",-857.29
28849,127149,"3VI",311.18
28896,89306,"1RC",-922.63
28952,156090,"1RC",1128.12
28953,156090,"2DO",0
28972,145225,"1RC",-464.78
28999,25972,"3VI",65.48
29003,134799,"3VI",424.28
29013,177258,"2DO",707.19
29016,61782,"1RC",1128.12
29024,82515,"1RC",2410.01
29025,82515,"2DO",141.15
29030,82326,"1RC",90.96
29050,157974,"4BG",77.33
29056,25813,"4BG",164.55
29059,70976,"4BG",158.23
29062,177813,"4BG",168.96
29082,25826,"4BG",117.75
29085,82372,"1RC",-223.82
29089,71014,"4BG",187.95
29129,25755,"1RC",2081.53
29224,67301,"2DO",266.63
29234,165095,"4BG",310.77
29235,67301,"3VI",3126.1
29268,127039,"2DO",677.85
29321,168009,"1RC",1194.59
29322,168009,"2DO",3305.67
29361,17104,"4BG",155.35
29390,77263,"2DO",287.82
29432,40503,"4BG",137.61
29453,133779,"2DO",96.1
29460,138593,"3VI",157.69
29464,91213,"1RC",0
29465,91213,"2DO",1681.3
29480,40523,"4BG",269.85
29500,77397,"1RC",0
29510,134466,"1RC",1128.12
29512,134466,"2DO",0
29532,91375,"2DO",2767.37
29539,136166,"4BG",187.37
29541,91328,"1RC",1198.86
29542,91328,"2DO",772.22
29560,132865,"1RC",70.75
29595,91375,"2DO",3185.88
29606,76582,"2DO",0
29610,77397,"2DO",-90.42
29623,76644,"4BG",248.84
29625,76677,"1RC",4124.08
29629,76582,"2DO",639.55
29630,76662,"2DO",257.87
29642,34195,"1RC",77.12
29646,76582,"2DO",990.37
29651,76728,"1RC",-734.12
29660,34165,"4BG",259.63
29686,69098,"1RC",1128.12
29692,99670,"1RC",1128.12
29719,116150,"2DO",821.53
29720,116150,"3VI",0
29829,88914,"1RC",16344.79
29844,134523,"4BG",208.63
29867,99762,"1RC",1079.08
29888,50049,"4BG",232.11
29903,116358,"4BG",115.15
29905,112860,"1RC",1128.12
29917,116387,"1RC",1128.12
29929,121527,"2DO",5303.76
29967,153223,"1RC",346.44
30000,169135,"4BG",225.38
30002,127675,"4BG",433.22
30039,59327,"1RC",1128.12
30040,59327,"2DO",749.01
30050,59755,"4BG",60.1
30058,59499,"3VI",47.1
30066,36054,"4BG",200.22
30072,175630,"3VI",39.41
30090,59499,"1RC",2523.49
30091,59499,"2DO",2271.7
30094,59723,"1RC",-265.91
30108,59327,"1RC",1228.12
30109,59327,"2DO",2445.75
30133,65730,"3VI",1181.6
30144,65476,"4BG",174.38
30205,92950,"4BG",339.75
30209,92950,"2DO",1449.09
30218,145839,"4BG",230.09
30220,145839,"1RC",72.57
30222,93111,"4BG",198.48
30250,38838,"1RC",766.05
30255,38838,"4BG",57.42
30302,64847,"1RC",-148.03
30340,65026,"4BG",345.14
30351,38838,"2DO",228.52
30352,38838,"3VI",6448.59
30362,38942,"4BG",348.91
30372,174512,"1RC",258.28
30374,65194,"4BG",54.84
30405,148961,"1RC",1128.12
30406,148961,"2DO",719.5
30421,60538,"4BG",202.91
30452,42748,"1RC",0
30453,42748,"2DO",766.3
30474,18799,"4BG",252.97
30485,77508,"1RC",-383.5
30486,104472,"1RC",564.06
30488,104472,"2DO",875.54
30516,94144,"2DO",405.57
30519,104528,"1RC",1128.12
30523,77610,"1RC",294.08
30564,104499,"1RC",171.04
30566,104499,"2DO",0
30567,177107,"4BG",287.7
30571,94185,"1RC",-71.75
30579,94103,"2DO",589.06
30593,94185,"3VI",6128.45
30600,94216,"1RC",1422.04
30608,77620,"1RC",-259.39
30620,94200,"4BG",359.17
30632,98809,"1RC",1282.77
30639,20319,"1RC",402.79
30657,143159,"4BG",292.46
30658,20319,"2DO",503.35
30681,127450,"2DO",699.59
30692,165951,"1RC",1128.12
30693,165951,"2DO",0
30700,142388,"4BG",63.82
30704,24771,"1RC",57.74
30715,160710,"4BG",409.94
30729,137391,"4BG",312.59
30739,20674,"4BG",165.34
30752,16642,"1RC",-471.71
30793,143065,"3VI",59.61
30794,143065,"4BG",132.33
30795,148185,"4BG",264.73
30803,24771,"4BG",244.11
30811,24869,"4BG",348.79
30831,164383,"2DO",406.85
30852,142388,"1RC",-643.79
30858,144084,"2DO",355.74
30859,24992,"1RC",1128.12
30860,24992,"2DO",72.39
30867,125855,"4BG",256.31
30876,50856,"2DO",148.68
30893,148005,"2DO",451.59
30896,24992,"1RC",1128.12
30897,24992,"2DO",0
30907,113450,"4BG",503.63
30915,109575,"1RC",-167.94
30916,25044,"4BG",160.14
30925,25489,"4BG",323.51
30948,177150,"1RC",-585.52
30949,177150,"2DO",84.97
30955,25472,"1RC",84.97
30957,169916,"4BG",254.27
30978,83263,"1RC",1428.12
31012,83348,"1RC",-207.25
31054,131279,"1RC",0
31062,63762,"6CL",2075.11
31065,131279,"2DO",1709.33
31113,103525,"2DO",651.21
31125,103702,"1RC",1128.12
31129,111900,"1RC",1129.17
31147,1154828,"1RC",1909.17
31148,1154828,"3VI",0
31149,1161205,"1RC",1128.12
31150,1161205,"2DO",1756.38
31162,1130061,"2DO",-43.13
31173,1178767,"1RC",0
31180,1152738,"4BG",157.96
31201,1130061,"2DO",10198.87
31233,1060414,"1RC",-724.81
31251,1060727,"4BG",224.51
31262,1078126,"1RC",1128
31264,1078126,"2DO",1703.79
31280,1078126,"1RC",1398.55
31281,1078126,"2DO",851.91
31333,1078172,"3VI",121.96
31334,1078172,"4BG",307.92
31341,66036,"4BG",120.52
31345,1060776,"4BG",309.59
31358,1060504,"4BG",351.27
31405,1060645,"4BG",205.24
31406,1060798,"2DO",5269.33
31440,1037708,"4BG",232.19
31452,175145,"1RC",1128.12
31463,175145,"2DO",2332.67
31467,1037868,"4BG",364.94
31471,1017896,"2DO",456.7
31473,1175344,"4BG",435.13
31477,1038038,"1RC",1128.12
31507,1175344,"1RC",1128
31546,1111996,"1RC",1128.12
31605,1068534,"1RC",-722.43
31617,1068408,"1RC",-203.7
31630,174888,"2DO",208.84
31647,1112096,"1RC",85.96
31657,1068841,"1RC",-149.51
31658,1068841,"2DO",255.01
31682,1068748,"4BG",84.03
31690,1101152,"4BG",209.68
31691,1111935,"4BG",136.61
31694,1112086,"1RC",85.96
31744,1092433,"1RC",718.85
31754,1026160,"3VI",602.88
31762,1163379,"2DO",1862.41
31765,1092627,"4BG",534.23
31778,1130194,"4BG",87.52
31786,1130194,"4BG",98.98
31789,1157967,"1RC",0
31790,1157967,"2DO",0
31832,1143552,"1RC",-883.66
31836,1073737,"2DO",276.31
31860,1170763,"1RC",-296.89
31870,1073556,"1RC",1128
31871,1073556,"2DO",0
31875,156362,"1RC",229.59
31886,156362,"2DO",0
31911,1154687,"1RC",-92.3
31916,1073403,"1RC",-854.07
31924,1165454,"4BG",338.23
31950,1062603,"2DO",76.58
31953,25044,"2DO",239.87
31972,1079466,"1RC",-559.4
32000,1098751,"2DO",97.55
32001,1098751,"3VI",1431.41
32031,1079145,"1RC",1128.12
32032,1079145,"2DO",1640.41
32048,1079397,"1RC",1128.12
32049,1062818,"1RC",370.76
32050,1062818,"2DO",0
32071,1079373,"2DO",1487.4
32080,1098437,"3VI",138.63
32103,1078965,"1RC",834.39
32127,1079466,"1RC",826.68
32130,57552,"2DO",1724.72
32138,1087963,"1RC",858.82
32177,1062879,"1RC",2203.4
32178,1062879,"2DO",0
32201,1079475,"2DO",65.27
32242,1087963,"1RC",1128
32247,1079466,"4BG",139.66
32250,1062741,"4BG",48.67
32268,1098618,"4BG",95.35
32295,1123749,"1RC",0
32296,1123749,"2DO",134.43
32299,1079301,"1RC",0
32300,1079301,"2DO",0
32302,1062783,"1RC",-738.88
32310,1035070,"1RC",3050.25
32318,1101786,"3VI",2076.62
32328,1076150,"1RC",567.13
32332,1076014,"1RC",1128.12
32333,1076014,"2DO",0
32338,1076255,"1RC",695.98
32348,1163274,"4BG",347.02
32351,1035261,"2DO",2162.25
32353,1035261,"3VI",0
32364,1076172,"1RC",871.47
32383,1101711,"1RC",876.38
32385,149108,"1RC",-806.83
32400,1076298,"1RC",1128.12
32416,1165467,"1RC",1128.12
32418,1076014,"4BG",227.33
32422,1075864,"3VI",648.79
32427,1035261,"3VI",741.56
32429,1117871,"4BG",336.52
32450,1035208,"1RC",794.89
32464,1172171,"3VI",0
32465,1172171,"4BG",0
32474,28928,"1RC",245.99
32492,1172171,"4BG",0
32502,1076176,"1RC",89
32540,1163474,"4BG",252.34
32558,1086280,"4BG",387.65
32588,1067525,"3VI",334.45
32634,1067346,"1RC",84.05
32636,1086105,"4BG",227.28
32647,1067504,"4BG",261.54
32648,1111559,"2DO",611.38
32673,1111671,"3VI",0
32709,1111671,"1RC",8722.06
32710,1111671,"5CO",670.17
32755,1120571,"4BG",231.86
32765,1176267,"4BG",245.13
32768,1135475,"1RC",-354.18
32781,1133828,"2DO",10704.77
32782,1126265,"4BG",419.34
32786,1041374,"4BG",106.49
32815,1170198,"4BG",246.99
32844,1169947,"1RC",380.11
32919,1075739,"1RC",1128.12
32923,1172754,"4BG",218.51
32924,1138947,"4BG",201.1
32949,1107055,"1RC",1402.87
32950,1107055,"2DO",1374.51
32952,1075629,"4BG",90.69
32971,1041245,"1RC",1128.12
32972,1041245,"2DO",2328.12
32977,1107055,"4BG",363.87
32979,1041406,"1RC",1373.24
32983,1041410,"1RC",1128.12
32984,1179450,"2DO",909.85
33001,1133867,"1RC",1128.12
33008,45886,"1RC",0
33012,1107055,"4BG",78.01
33021,1075659,"1RC",1128
33022,1075659,"2DO",906.19
33068,1041406,"4BG",468.13
33071,1161900,"1RC",744.88
33088,1092190,"2DO",150.34
33089,1092190,"3VI",1247.06
33100,1092176,"1RC",1128.12
33153,1058909,"2DO",0
33171,1120822,"1RC",1356.79
33172,1120822,"2DO",2467.13
33179,1088753,"1RC",1098.02
33183,1104207,"4BG",254.55
33192,1104349,"3VI",456.99
33216,1115216,"4BG",0
33223,1158561,"2DO",1879.91
33256,1058872,"1RC",-785.03
33261,1120952,"1RC",2906.15
33266,1058817,"4BG",72.33
33285,1092362,"4BG",249.53
33296,1115216,"4BG",195.06
33306,1092160,"2DO",366.78
33319,17037,"4BG",203.73
33359,1173386,"4BG",110.05
33363,143092,"3VI",860.77
33371,1115216,"4BG",122.79
33422,1124142,"1RC",0
33434,1078329,"4BG",89.11
33505,1078510,"4BG",350.27
33518,1158561,"1RC",91.64
33539,1124232,"2DO",885.56
33552,177167,"2DO",5272.07
33576,1034886,"4BG",68.01
33579,1034886,"4BG",170.7
33581,1074112,"1RC",0
33582,1074112,"2DO",1751.34
33600,1074407,"1RC",-479
33601,1139288,"4BG",277.63
33625,1147161,"1RC",18806.7
33631,1074152,"1RC",1128.12
33645,1074112,"1RC",1252.95
33687,1034705,"2DO",957.18
33694,1034893,"1RC",1128
33695,1034893,"2DO",2077.78
33701,1109135,"1RC",1128
33752,148862,"4BG",450.02
33778,1078692,"1RC",1128.12
33849,1022186,"1RC",-268.98
33850,1022186,"2DO",15.4
33864,1143989,"4BG",273.33
33866,1131809,"2DO",185.08
33885,129855,"1RC",4475.9
33887,1044093,"4BG",427.12
33889,1044396,"4BG",383.26
33892,1044077,"1RC",441.91
33896,129855,"2DO",109.61
33922,1044411,"4BG",79.02
33925,1166354,"4BG",326.83
33930,1108881,"1RC",-405.81
33942,1047387,"4BG",92.08
33948,1177940,"1RC",1128.12
33949,1177940,"2DO",1647.75
33958,1108934,"1RC",402.16
33959,1108934,"2DO",2686.43
33978,1119297,"3VI",0
33979,1119297,"4BG",84.59
33989,1119287,"4BG",396.22
34017,1151065,"3VI",0
34023,1108934,"1RC",2218.69
34024,1108934,"2DO",1189.1
34030,1108960,"4BG",257.22
34035,1119297,"1RC",130.54
34048,1047510,"4BG",302.01
34058,1108934,"1RC",5550.29
34059,1108934,"2DO",9549.98
34066,1133334,"4BG",142.07
34072,1047387,"1RC",-87.85
34076,161011,"1RC",1128.12
34087,161011,"2DO",0
34119,1100343,"4BG",85.1
34145,1100348,"4BG",78.27
34146,1062099,"4BG",242.66
34156,1062028,"4BG",239.24
34186,1086784,"4BG",604.9
34190,1174855,"1RC",-399.59
34201,1114491,"1RC",286.58
34210,1061843,"1RC",1128.12
34211,1061843,"2DO",0
34234,1086784,"1RC",-413.58
34279,1086806,"4BG",498.99
34280,1100299,"1RC",1265.31
34281,1100299,"2DO",0
34341,1122246,"1RC",1128
34343,1122246,"2DO",0
34357,1122210,"1RC",0
34358,1122210,"2DO",3711.58
34366,1122301,"1RC",1128
34374,1122134,"1RC",277.68
34376,1122134,"2DO",1050.76
34378,1122246,"4BG",410.47
34379,1100523,"4BG",244
34384,1100668,"4BG",339.02
34390,1061955,"4BG",225.08
34395,1175097,"4BG",198.99
34422,1177378,"4BG",142.95
34435,1112495,"3VI",700.68
34438,1175097,"1RC",2381.05
34450,1064322,"2DO",762.25
34451,1064322,"3VI",981
34458,1064491,"1RC",4573.47
34464,24415,"1RC",1128.12
34470,1112495,"1RC",0
34471,1112495,"2DO",4297.85
34475,24415,"2DO",542.17
34481,1091825,"1RC",877.99
34482,1091825,"2DO",-468.46
34485,1064422,"1RC",-878.32
34505,1112559,"1RC",289.35
34555,1143327,"4BG",175.54
34558,1046822,"1RC",1128.12
34559,1046822,"2DO",1524.12
34590,1138672,"2DO",1407.59
34592,1082785,"2DO",0
34600,1046551,"1RC",299.18
34609,1136284,"4BG",254.16
34613,1046933,"1RC",1128.12
34614,1046933,"2DO",8262.06
34650,1179077,"2DO",675.72
34651,1179077,"1RC",1128
34653,1179077,"2DO",0
34671,1170313,"4BG",340.87
34676,1046935,"2DO",781.51
34681,1046935,"2DO",1220.79
34696,1099030,"1RC",1128.12
34697,1099025,"2DO",330.25
34714,1098946,"1RC",543.3
34715,1098946,"2DO",0
34730,1099312,"3VI",0
34731,1099312,"4BG",78.17
34740,31569,"1RC",-12.4
34762,79264,"1RC",1128.12
34764,1118615,"1RC",-350.4
34776,1128783,"2DO",462.64
34795,131356,"1RC",58.94
34819,1083778,"1RC",1128.12
34820,1083778,"2DO",0
34858,1161758,"2DO",889.91
34859,1087365,"2DO",1138.13
34861,1128783,"2DO",998.38
34863,1083764,"2DO",162.7
34880,1087152,"4BG",222.57
34882,1143007,"2DO",91.32
34883,1143007,"3VI",215.79
34890,1083758,"1RC",374.5
34909,1179281,"2DO",315.31
34912,1179281,"1RC",0
34913,1179281,"2DO",732.07
34949,1087261,"4BG",438.39
34969,1166070,"1RC",85.59
34988,1102351,"1RC",84.24
35019,1070127,"1RC",-262.08
35030,1069979,"1RC",2806.62
35057,1094556,"1RC",6.79
35135,1023220,"4BG",446.08
35143,1168763,"2DO",1776.31
35148,1085806,"1RC",3093.92
35152,1085954,"1RC",1128.12
35153,1085954,"2DO",732.09
35164,1169163,"4BG",154.78
35165,1022577,"4BG",290.46
35168,1168763,"4BG",92.43
35176,1164530,"1RC",1128.12
35200,1042226,"4BG",216.8
35206,1167250,"1RC",1435.31
35235,1097301,"1RC",1128.12
35246,1140302,"1RC",1128.12
35251,153414,"2DO",774.72
35309,1042392,"1RC",-105.72
35335,1155639,"4BG",400.55
35367,1178335,"1RC",3408.68
35396,129855,"4BG",238.04
35397,1088159,"1RC",1128.12
35398,1088159,"2DO",0
35405,1144756,"4BG",174.61
35458,1155728,"1RC",75.94
35483,54832,"4BG",230.41
35501,1018657,"2DO",61.63
35512,1023693,"1RC",99.55
35531,1136376,"4BG",202.59
35541,1023737,"4BG",107.24
35557,1023737,"3VI",314.62
35568,1131828,"1RC",-905.42
35631,1142146,"1RC",2558.86
35634,1131828,"1RC",-687.42
35651,1142146,"4BG",504.88
35669,1175282,"1RC",171.52
35672,41648,"4BG",134.73
35686,1130369,"1RC",2929.32
35687,1057804,"4BG",313.43
35688,1150820,"2DO",121.45
35689,1150820,"3VI",1560.38
35697,1057125,"2DO",836.98
35701,1113047,"4BG",187.5
35711,1019342,"1RC",1128.12
35712,1019342,"2DO",0
35722,1113047,"2DO",77
35723,1113047,"4BG",412.41
35726,1175037,"1RC",444.53
35748,1057387,"1RC",548.82
35763,1057676,"1RC",517.14
35781,1177811,"2DO",2039.51
35787,1057833,"1RC",2478.45
35790,1057125,"2DO",498.24
35807,1166189,"3VI",341.87
35866,1113041,"1RC",289.52
35894,53931,"4BG",432.01
35910,1057833,"4BG",77.1
35920,1177811,"2DO",3997.76
35932,1132409,"4BG",501.77
35937,1179409,"1RC",584.8
35940,1179409,"2DO",580.37
35942,1057379,"1RC",-394.51
35943,1135620,"2DO",520
35950,169164,"4BG",327.91
35978,1057728,"1RC",1128
35979,1057728,"2DO",856.9
35991,1177472,"4BG",297.04
35997,1057804,"4BG",397.39
36002,1113058,"1RC",-54.55
36003,1113058,"2DO",335.68
36024,1017360,"2DO",957.51
36035,1117276,"4BG",0
36038,138739,"4BG",61.55
36040,1053847,"2DO",4112.43
36050,138235,"4BG",291.73
36061,70505,"4BG",191.03
36062,1136319,"4BG",237.1
36063,1117241,"1RC",1433.12
36090,1054230,"3VI",0
36109,1125388,"1RC",739.84
36110,1125388,"2DO",739.72
36119,1054230,"4BG",276.02
36120,1091895,"3VI",442.51
36147,1091988,"2DO",1181.89
36148,1091988,"1RC",-521.56
36152,1053790,"2DO",1622.66
36154,1054376,"2DO",75.94
36156,1091993,"2DO",0
36173,1117358,"1RC",1128.12
36186,1020130,"3VI",1153.85
36199,1053701,"4BG",135.56
36205,44668,"1RC",0
36212,1091907,"1RC",1128.12
36234,1117358,"4BG",362.68
36238,64716,"1RC",0
36248,1148901,"4BG",226.09
36249,64716,"2DO",2200.32
36250,1122932,"2DO",0
36281,1053831,"2DO",501.29
36293,1054231,"4BG",270.4
36297,1122961,"1RC",-513.6
36330,1159659,"4BG",123.89
36332,1053951,"1RC",0
36346,1094850,"1RC",-464.08
36348,1031541,"1RC",-523.21
36394,106523,"1RC",1072.47
36405,106523,"2DO",1088.71
36436,1031374,"2DO",1402.19
36453,1122770,"4BG",48.97
36498,1031868,"1RC",1165.38
36499,1031868,"4BG",176.2
36513,1122842,"4BG",215.65
36566,1019646,"1RC",14879.09
